Link,Abstrak,Author,Pub,Ed
detail.jsp?id=43490&lokasi=lokal,"Agregasi Informasi Open Data Menggunakan Teknologi Linked Data Studi Kasus Data Pendidikan dan Lowongan Kerja di Jakarta Ketersediaan dan keterhubungan antar data menjadi faktor penting dalam problem pengolahan informasi. Persebaran Open Data turut memberikan sumbangsih dalam penyediaan data, namun demikian belum banyak yang memanfaatkan dan menghubungkannya menjadi solusi untuk menyelesaikan problem tersebut. Skripsi ini bertujuan untuk membuat prototipe aplikasi web yang mampu mengombinasikan proses web scraping, agregasi, serta visualisasi data, dengan menggunakan teknologi Linked Data dan Open Data. Studi kasus yang digunakan adalah pengolahan informasi pendidikan dan lowongan kerja di Jakarta. Manfaat dari penelitian ini adalah menunjukkan keterhubungan data melalui visualisasi grafis, dan memberikan informasi kepada user terkait hubungan antara data pendidikan dengan lowongan kerja di Jakarta.",Ardian  ," Publisher: Depok: Fakultas Ilmu Komputer UI, 2016 Call Number: SK-1433 (Softcopy SK-915) Source code SK-583 ",Ika Alfina
detail.jsp?id=4510&lokasi=lokal,"Kegiatan pengembangan perangkat lunak dalam skala besar memerlukan suatu alat bantu yang dapat menghubungkan setiap pemrogram dalam suatu tim ke dalam suatu jaringan kerja (network). Waktu yang diperlukan dalam mengkoordinasikan setiap anggota harus singkat. Selam ini koordinasi diantar anggotta tim banyak membutuhkan waktu, karena komunikasi antara anggota tim kurang efisien. Berangkat darihal diatas, dikembangkan suatu alat bantu yang mendukung koordinasi antar anggottat tim dengan menggunakan teknologi client-server. Alat bantu tersebut menyediakan suatu tempat diserver untuk menyimpan berkas-berkas proyek beserta rancangannya. Berkas-berkas proyek tersebut merupakan rancangan dan berkas-berkas yang dibuat oleh pemograman yang berada di sisi client. Pemrogram membuat berkas-berkas tersebut berdasarkan rancangan yang berada di server. Alat bantu yang dikembangkan membentuk sistem interaksi antar pemrogram yang terjaring dalam suatu jaringa kerja (network) dalam rangka kegiatannya membuat suatu perangkat lunak. Alat bantu tersebut selain mendukung koordinasi diantara pemrogram juga menjaga kosistensi antara tahap perancangan dan tahap implementasi. Alat bantu tersebut digunakan pada tahap implementasi yang menggunakan metodologi berorientasi obyek. Pengembangan alat bantu dalam penelitian ini dilakukan dengan mempergunakan metodologi berorientsi obyek.","Sofyandi, M. Arief  "," Publisher: Depok: Fasilkom UI, 1997 Call Number: SK-0347 ",Eko Budiardjo
detail.jsp?id=4593&lokasi=lokal,"Perangkat lunak berkembang menjadi makin besar dan makin komplek. Hal ini menuntuk pihak pengembang untuk makin memperhatikan aspek kualitas perangkat lunak yang dikembangkannya. Masalah yang sering dihadapi oleh tim pengembang adalah komunikasi dan koordinasi antar anggota tim. Waktu yang digunakan untuk melakukan komunikasi dan koordinasi kadang-kadang menjadi tidak efisien. Dengan adanya teknologi client-server, masalah perbedaan tempat telah terpecahkan. Seseorang bisa bekerja pada komputer di rumah masing-masing dan mengirim hasil kerjanya ke server. Dengan alat bantu kolaborasi yang dikembangkan pada penelitian ini, anggota tim pengembang bisa bekerja di tempat-tempat yang terpisah secara off-line. Penelitian ini bertujuan mengaplikasikan model chekout-checkin dalam tahap implementasi yang berguna untuk membantu koordinasi antar anggota tim pengembang . Dengan demikian, diharapakan waktu yang digunakan untuk koordinasi menjadi efisien. Dari hasil penelitian, didapatkan sebuah perangkat lunak yang menerapakan model checkout/checkin. Perangkat lunak ini mampu membantu koordinasi antar anggota tim dan mampu mempersingkat waktu pembangunan perangkat lunak. Hal ini dimungkinkan, karena alat bantu ini mengatur proses pengambilan (checkout) dan pengembalian (checkin) secara otomatis.","Suryadi, Anton  "," Publisher: Depok: Fasikom UI, 2000 Call Number: SK-0422(Softkopi SK-5) ",Eko Budiardjo
detail.jsp?id=4583&lokasi=lokal,"Kueri-kueri aplikasi OLAP sangat kompleks adna dapat memakan waktu sangat lama jika langsung dijalankan atas raw data yang ada. Kueri-kueri tersebut dapat dipercepat dengan cara memateialkan (menjadikan eal table) beberapa view (tabel maya) dan kemudian dibuat indeks-indeks dari view yang telah dimaterialkan tersebut. Pada umumnya, pemilihan view dan indeks yang akan dimaterialkan dilakukan dalam dua langkah proses; yaitu view-view yang akan dimaterialkan diipilih terlebih dahulu sampai batas maksimum space yang dialokasikan untuk view-view tersebut, baru kemudian dipilih indeks dari view-view yang sudah dimaterialkan tersebut. Dengan cara ini pembagian sumber daya penyimpanan untuk view dan indeks dilakukan dengan pendekatan trial-and error. Metode ini dapat menyebabkan inefisiensi dalam pemanfaatan sumber daya penyimpanan. Karena view dan indeks mengkomsumsi sumber daya yang sama - space - pemilihan view dan indeksnya harus dilakukan secara bersamaan (simultan) agar pemakaian space dapat lebih efisien. Tugas akhir ini akan membahas dan mengimplementasikan alat bantu pemilihan view dan indeksnya yang akan dimaterialkan untuk menunjang aplikasi OLAP. Algoritma yang akan digunakan untuk pemilihan view dan indeksnya ini adalah algoritma r-greedy. Algoritma r-Greedy berjalan dalam sejumlah tahap. Pada tiap tahap akan dipilih sutau set yang berisi suatu view dan (beberapa) indeksnya, atau sebuah indeks dari view yang telah dipilih sebelumnya.  Set yang dipilih adalah set yang memiliki benefit terbesar per unit space.","Kurniawan, Agung  "," Publisher: Depok : Fasilkom UI, 2000 Call Number: SK-0410 ",Fanny Santosa
detail.jsp?id=4422&lokasi=lokal,"Kegiatan pengembangan perangkat lunak membutuhkan suatu alat bantu yang dapat menyediakan dokumentasi dari sistem yang dikembangkan secara cepat dan efisien. Informasi yang terkadang pada dokumentasi harus terus diperbaharui agar sejalan dengan kegiatan pengembangan. Bentuk dokumen cetakan pada kertas kurang dapat memenuhi kebutuhan ini, karena proses pembuatannya kurang efisienInformasi yang terdapat dalam dokumen harus mudah untuk diakses. Jumlah informasi yang harus dikelola pada kegiatan pengembangan akan semakin besar, sejalan dengan kegiatan itu sendiri. semakin besar informasi akan dapat berakibat semakin sulit informasi tersebut diakses. Sistem hiperteks dapat memecahkan permasalahan-permasalahan tersebut. Proses pembuatan dokumen dalam media elektronik akan jauh lebih cepat dari bentuk dokumen biasa. Sistem hiperteks juga memberikan kemudahan dalam pengaksesan informasi dalam jumlah besar. Penelitian yang dilakukan adalah mengembangkan suatu alat bantu yang dapt menghasilkan dokumen-dokumen hasil kegiatan analisis berorientasi obyek dalam bentuk hiperteks. Alat bantu yang dikembangkan adalah bagian dari OO/CASE, atau wahana untuk pengembangan perangkat lunak berorientasi obyek. Pengembangan alat bantu pada penelitian ini dilakukan dengan menerapkan metodologi berorientasi obyek","Fadlisyah, Muhammad  "," Publisher: Depok: Fasilkom UI, 1996 Call Number: SK-0326 ",Eko Budiardjo
detail.jsp?id=4635&lokasi=lokal,"Dalam membangun suatu aplikasi, sering kali ditemukan suatu solusi yang sama sehingga ada suatu pola penyelesaian. Design pattern menamakan, memberikan abstraksi, dan mengindentifikasikan struktur desain yang sering digunakan, sehingga hal ini berguna untuk membuat desain dari suatu solusi desain yang berulang kali  terpakai. Design pattern yang menjadi pokok bahasan berasal dari buku ""Design Patterns: Element of Reusable Object-Oriented Software"" yang ditulis oleh Erich Gamma, Richard Helm, Ralph Johnson, John Vlissides yang dikenal dengan sebutan Gang of Four (GoF). Tugas akhir ini mencoba membuat suatu alat bantu yang terdiri dari sistem pakar dan sistem yang berbasis design pattern knowledge. Sistem pakar digunakan  untuk membantu mencari design pattern yang sesuai dengan rancangan yang diinginkan pemakai. Teknik yang digunakan dalam membantu menemukan design pattern mengacu pada saran-saran yang diberikan oleh GoF. Sistem basis data  pengetahuan digunakan untuk menyimpan data design pattern tersebut. Data yang dimasukkan dibuat untuk mempermudah pemahaman design pattern-nya. Sistem pakar ini menggunakan inference engine Jess, karena Jess telah menggunakan algoritma Rete, yang merupakan algoritma pattern matching yang efisien. Selain itu Jess telah banyak digunakan dalam membuat sistem pakar berbasis aturan. Tugas akhir ini membuat fasilitas yang bertujuan untuk mempermudah pembuatan aturan yang dapat dioleh oleh Jess, sehingga pemakai tidak perlu mengetahui representasi aturan dalam Jess. Sistem juga menyediakan fasilitas untuk  memasukkan pengetahuan design pattern ke basis data pengetahuan. Alat bantu ini dapat diakses melalui internet, dengan menggunakan teknologi yang berbasis Java dan Oracle. Program Java, JSP dan Servlet yang digunakan berjalan diatas web server Oracle 9iAS. Sedangkan semua data yang berupa teks dan  gambar disimpan dalam basis data Oracle 8i","Yudha, Ronggo Gundala  "," Publisher: Depok: Fasilkom UI, 2001 Call Number: SK-0466(Softkopi SK-12) ",Eko Budiardjo
detail.jsp?id=4491&lokasi=lokal,"Pemrograman  berorientasi obyek tidak terlepad sari kesalahan-kesalahan yang biasa terjadi pada pemrograman tradisional. PRogram berorientasi obyek bahkan dapat berisi kesalahan yang tidak terdapat pada program tradisional. Hal itu disebabkan karena kemampuan baru bahasa berorientasi obyek, seperti pewarisan dan polimorfisme, selain menguntungkan juga dapat menimbulkan kemungkinan kesalahan baru. Untuk mencari kesalahan-kesalahan tersebut sebagian dari teknik pengujian tradisional masih dapat diterapkan, tetapi diperlukan strategi pengujian yang baru, yang berbeda dengan pengujian tradisional. Pada penulisan tugas akhir ini dibahas mengenai pengujian  kelas, unit terkecil yang dapat diuji pada program berorientasi obyek. Pengujian dilakukan dengan menggunakan metode pengujian berbasis-spesifikasi. Pada pengujian berbasis-spesifikasi, perilaku (behavior) kelas diuji be rdasarkan spesifikasi kelas tersebut, tanpa menganalisa rincian kode sumbernya. Perilaku kelas diuji, mengendalikan urutan eksekusi layanan  kelas, dan memeriksa perilaku yang  dihasilkan. Untuk membantu pengujian kelas dibuat suatu alat bantu yang berfungsi untuk memilih kasus uji, membuat pengendali uji, dan membandingkan hasil pengujian. Alat bantu melakukan pemilihan nilai kasus uji berdasarkan informasi pada spesifikasi kelas (berupa berkas teks yang ditulis dengan format tertentu. Informasi tersebut diperoleh dengan menerapkan teknik partisi ekivalen, analisis nilai batas, dan graf sebab-akibat. Kasus uji berfungsi sebagai nilai masukan untuk kelas yang diuji. Pengendali uji dibuat berdasarkan informasi mengenai urutan eksekusi layanan yang diperoleh dengan menerapkan teknik pengujian kejadian (event-directed testing) dan pengujian berbasis-status (state-based testing). Pengendali uji berfungsi untuk membaca nilai kasus uji yang sudah dibuat, menguji pra-kondisi dan pasca-kondisi layanan, menguji kejadian, dan menguji transisi status. Pembandingan hasil uji dilakukan untuk membandingkan hasil pengujian sebenarnya dengan hasil pengujian yang diharapkan.","Irianto, Andre Heru  "," Publisher: Depok: Fasilkom UI, 1996 Call Number: SK-0327 ",Eko Budiardjo
detail.jsp?id=4419&lokasi=lokal,"Konsep pemodelan ER (Enity Relationship dan basisdata relasional yang sering dipakai sekarang kurang memadai untuk aplikasi-aplikasi basisdata bary yang lebih kompleks. Karena itu muncul konsep pemodelan yaitu konsep pemodelan dengan diagram Enhanced Entity Relationship atau singkat EER. Object Oriented Database(Basisdata berorientasi objek) atau disingkat OODB yang muncul sejak tahun 80-an ditunjukkan untuk memenuhi kebutuhan aplikasi-aplikasi basisdata yang lebih kompleks tersebut. Konsep pemodelan EER merupakan konsep baru, karena itu perangkat lunak alat bantu untuk merancang diagram EER juga masih jarang ditemui. Konsep OODB sendiri juga merupakan konsep baru, sehingga orang belum terbiasa memetakan diagram EER ke deklarasi suatu OODBMS. Untuk itu maka dalam tugas akhir ini dibuat alat bantu penyunting diagram EER dan pemetaan otomatis diagram EER ke OODBMS tertentu. Alat bantu ini berjalan dibawah sistem Windows. OODBMS yang dipilih sebagai keluaran adalah OODBMS ObjectStore. Alat bantu penyunting diagram EER yang dibuat mampu membuat semua notasi-notasi yang digunakan dalam diagram EER. Alat bantu pemetaan diagram EER ke OODMS yang dibuat mampu memetakan masukan berupa diagram EER ke dalam OODMS ObjectStore, sesuai dengan algoritme pemetaan yang digunakan.","Sugianto, Noviari  "," Publisher: Depok: Fasilkom UI, 1996 Call Number: SK-0323 ",Machmudin Junus
detail.jsp?id=6960&lokasi=lokal,"Pengembangan piranti lunak dapat dilakukan dengan menggunakan media internet. Pengembangan seperti ini dilakukan dimana pihak-pihak yang terlibat dalam pengembangan terpisah secara geografis. Sama halnya dengan pengembangan piranti lunak pada umumnya, dibutuhkan keterlibatan dari berbagai pihak dalam mendefinisikan requirements atau kebutuhan piranti lunak. Requirements data mengalami perubahan dan penambahan selama masa pengembangan. Dengan sebenarnya pihak-pihak tersebut dibutuhkan alat bantu dalam mengelola requirements tersebut. Penelitian tugas akhir ini mengembangkan prototipe alat bantu requirements  management untuk digunakan pada lingkungan pengembangan berbasis web. Alat bantu requirements management digunakan untuk mengelola dokumen requirements. Untuk dapat diakses melalui web, maka digunakan dokumen extensible markup langauge. Tugas akhis ini menggunakan jenis dokumen extensible markup language yang digunakan untuk menspesifikasikan requirments, yaitu requirements markup language. Tugas akhir ini membuat fasilitas untuk menangani requirments traceability yang tersimpan pada dokumen. Salain itu juga terdapat fasilitas pembangkit dokumen software requirements. Kemudian terdapat catatan revisi untuk perubahan yang dilakukan terhadap dokumen. Pengembangan prototipe alat bantu requirements management ini menggnakan teknologi berbasis Java. Agar dapat digunakan pada lingkungan berbasis web, maka digunakan Java Servlet, Java Bean, dan Java Server Pages","Dharmawan, Zulfikar Satria  "," Publisher: Depok: Fasilkom UI, 2002 Call Number: SK-0475 ",Eko Budiardjo
detail.jsp?id=4494&lokasi=lokal,"Computer-Aided Information Strategy Planning atau alat bantu untuk Perencanaan Strategi Informasi (PSI) merupakan alat bantu berbasiskan komputer untuk melakukan perencanaan strategi informasi, sehingga proses perencanaan dapat menjadi lebih mudah dilakukan. Perencanaan dapat menjadi lebih mudah dilakukan. Perencanaan informasi secara strategis adalah salah satu tahapan dalam information engineering (rekayasa informasi) yang merencanakan dan mementukan kebutuhan-kebutuhan informasi teknologi yang cocok untuk perusahaan, arsitektur serta cakupan kegiatan bisnis yang akan dilakukan. Dalam skripsi ini penulis akan mencoba membuat alat bantu untuk PSI yang bertujuan untuk membantu proses perencanaan informasi. Alat bantu dapat dipakai untuk memetakan 2 entitas dalam bentuk matriks, sehingga dapat dilihat keterkaitan semua data dari entitas yang saling berhubungan. Di samping itu alat bantu dapat dapat digunakan sebagai alat pemandu bagi pemakainya sehingga pemakai dapat mengerti langkah-langkah PSI. Hal ini dimungkinkan karena alat bantu dilengkapi dengan sistem Help windows. Dengan memakai alat bantu ini diharapkan semua data dan informasi yang diperlukan dapat diproses sesui kebutuhan. Sehingga data dan informasi tersebut dapat menjadi suatu kerangka yang kuat untuk tahapan berikutnya dari metodologi rekayasa informasi.","Tarigan, Rehulina  "," Publisher: Depok: Fasilkom UI, 1996 Call Number: SK-0330 ",Eko Budiardjo
detail.jsp?id=46671&lokasi=lokal,"Alat Benchmarking untuk Reproducibility Komputasional Pembimbing : Lim Yohanes Stefanus, Ph.D Dr. Johannes K. Fichte Benchmarking adalah salah satu cara yang populer untuk melakukan eksperimen, terutama di bidang computational science. Benchmarking menyediakan kerangka kerja yang sistematis dan reproducible untuk membandingkan performa antara implementasi. Alat benchmarking menggunakan alat resource monitoring untuk mengukur performa dari implementasi tertentu pada data tertentu. Di skripsi ini, implementasi alat resource monitoring yang cross-platform dan telah diuji di Linux dan macOS disediakan setelah melihat bahwa tidak ada alat yang berjalan di macOS. Alat-alat benchmarking yang sudah ada ditinjau kemudian ditemukan bahwa tidak ada yang memenuhi semua kriteria yang ditentukan. Oleh karena itu, alat benchmarking baru yang didesain untuk mendukung reproducibility diajukan. Implementasi cross-platform dari alat ini juga disediakan dan sudah diuji berjalan di Linux dan macOS. Evaluasi menunjukkan bahwa alat benchmarking yang diajukan memenuhi hampir semua kriteria yang ditentukan kecuali pada poin adanya dokumentasi yang komprehensif dan pengujian. Alat yang diajukan menunjukkan potensi yang besar pada pengembangan selanjutnya untuk lebih menurunkan upaya untuk mencapai reproducibility.",Rakha Kanz Kautsar  ," Publisher: Depok: Fakultas Ilmu Komputer Universias Indonesia, 2019 Call Number: SK-1694 (Softcopy SK-1176) Source Code SK-678 ",Lim Yohanes Stefanus
detail.jsp?id=4623&lokasi=lokal,"Dalam bidang pengenalan objek 3 dimensi telah dikembangkan sistem jaringan saraf tiruan cylindrical Hidden Multi-Layer perceptron Back pengenalan objek 3 dimensi melalui data citra 2 dimensi yang diambil dari berbagai sudut pandang pengamatan terhadap objek. JST CHMLP-BP konsentris memilki struktur jaringan yang besar dan belum tentu merupakan struktur jaringan yang optimal. Salah satu metode pencarian bentuk struktur jaringan yang optimal dan dapat menemukan solusi global terbaik adalah Algoritma Genetika. Penerapan Algoritma Genetika berguna untuk mereduksi ukuran jaringan dengan membuang node-node pemroses yang tidak diperlukan. Pada penelitian  sebelumnya, sistem jaringan CHMLP-BP Konsentris yang dioptimasi dengan Algoritma Genetika diterapkan untuk pengenalan objek wajah 3 dimensi. Data citra wajah masukan sistem yang diperoleh dari pengamatan berbagai sudut pandang terhadap objek wajah 3 dimensi ini perlu melalui tahap preprocessing untuk mereduksi ukuran dimensi data agar dapat meningkatkan kinerja jaringan. Metode yang digunakan untuk mereduksi dimensi tanpa adanya ciri data yang hilang adalah metode Fisherface. Metode fisherface dapat mengenali wajah, baik  untuk berbagai variasi cahaya dan berbagai ekpresi wajah. Algoritma genetika  yang dipakai pada penelitian tersebut menggunakan mekanisme pertukaran materi genetika crossover. Saat ini telah dikembangkan algoritma genetika yang menggunakan mekanisme pertukaran materi genetika transposisi. Dengan  parameter yang tepat, algoritma genetika dengan mekanisme transposisi ini terbukti dapat mencapai lebih baik konvergasi lebih cepat dengan  jumlah polulasi yang lebih sedikit. Selain metode Fisherface, terdapat metode reduksi citra wajah yang mampu mengenali citra wajah manusia dengan variasi pencahayaan dan ekpresi sederhana yaitu metode eigenface. Pada penelitian ini sistem jaringan CHMLP-BP konsentris yang diterapkan untuk pengenalan objek wajah 3 dimensi akan dioptimasi dengan algoritma genetika berbasis transposisi. Perbandingan antara hasil pengujian jaringan yang dioptimasi dengan algoritma genetika transposisi akan dibanding dengan hasil pengujian yang dioptimasi dengan algoritma genetika crossover. Pada penelitian ini juga, akan diterapkan metode Eigenface sebagai pengganti metode Fisherface dalam tahap pre-processing citra. Kinerja jaringan menggunakan kedua metode juga akan dibandingkan. Hasil penelitian menunjukkan bahwa algoritma genetika dapat mencapai nilai fitness yang lebih tinggi di banding algoritma genetika crossover, namun tidk terlalu berpengaruh terhadap tingkat pengenalan JST. Dari hasil penelitian juga ditunjukkan bahwa metode Eigenface dapat mereduksi citra wajah dari berbagai sudut dengan lebih baik, sehingga kinerja dan pengenalan JST CHMLP-BP Konsentris untuk pengenalan wajah 3 dimensi pun menjadi lebih baik.","Rahman, Leila Fatmasari  "," Publisher: Depok: Fasilkom UI, 2001 Call Number: SK-0453(Softkopi SK-8) ",Benyamin Kusumoputro
detail.jsp?id=4566&lokasi=lokal,"Pada aplikasi Sistem Pengenal Huruf Tulisan Tangan (SPHTT) tahap pelatihan JSTPB memainkan peran penting. Karena setelah melalui proses pelatihan pada JSTPB, maka sistem dapat menjalankan fungsionalitasnya dengan baik. Yaitu mampu mengenali tulisan tangan. Oleh karena itu metode pelatihan yang baik perlu ditemukan agar dicapai kinerja yang baik pada proses pelatihan. Melalui tugas akhir ini, diimplementasikan suatu metode pelatihan yang merupakan kombinasi antara algoritma Successive Overrelaxtion (SOR) Backpropagation dan Cross Entropy Fuction. Hasil yang diperoleh sungguh menggembirakan, karena metode yang baru mampu menurunkan jumlah epoch hingga 78.57; dibandingkan dengan metode lama yang menggunakan algoritma propagasi dengan Mean-Squared Error. Selain itu, bobot yang dihasilkan oleh metode pelatihan yang baru memberikan kemampuan pengenalan pada SPHTT sebesar 97.69%.","Salome, Elsiany  "," Publisher: Depok: Fasilkom UI, 1999 Call Number: SK-0407 ",Benyamin Kusumoputro
detail.jsp?id=4523&lokasi=lokal,"Tidak setiap kata dasar dalam Bahasa Indonesia dapat dipasangkan dengan sembarang imbuhan/afiks, karena akan menghasilkan kata tapa makna. Kata ""yaiui"" merupakan satu contoh kata tanpa makna. Sebuah pemeriksa ejaan Bahasa Indonesia elektronis, disamping mampu menggali kata salah eja dan kata yang tereja secara benar, juga harus mampu menyisihkan kata-kata tanpa makna seperti diatas. Tugas akhir ini mengajukan suatu alternatif peningkatan kemampuan bagi pemeriksa ejaan Bahasa Indonesia, sehingga mampu menyisihkan kata-kata tanpa makna. Peningkatan kemampuan dilakukan dengan memperbaiki modul kamus, yang selain menyimpan kata dasar juga menyimpan afiks bentuk turunannya. Penyimpanan afiks bentuk turunan diterapkan dengan tiga cara, yaitu: menyimpan pasangan afiks-sufiks, menyimpan kode afiks dan menyimpan kode afiks yang dimampatkan dengan menggunakan kode Huffman. Dari implementasi dan uji coba terhadap kamus dengan ketiga cara penyimpanan afiks bentuk turunan, penyimpanan kode afiks akan menghasilkan kamus dengan waktu pencarian kata yang tercepat, walaupun ukuran kamus yang dibentuk bukan yang paling minimum, Cara tersebut kemudian dijadikan usulan untuk memperbiki modul kamus.","Sibarani, H.M. Alvon  "," Publisher: Depok: Fasilkom UI, 1998 Call Number: SK-0363 ",Booby Nazief
detail.jsp?id=46654&lokasi=lokal,"Analisis Faktor-Faktor yang Memengaruhi Niat Masyarakat Dalam Berinvestasi Melalui Peer-To-Peer Lending (P2PL) Syariah Pembimbing : Dr. Putu Wuri Handayani S.Kom., M.Sc., & Fatimah Azzahro S.Kom., M.Sc Kondisi demografi Indonesia dengan populasi muslim terbesar mendorong berkembangnya layanan peer-to-peer lending (P2PL) berbasis syariah. Jumlah P2PL syariah di Indonesia diprediksi masih akan terus meningkat untuk memenuhi kebutuhan kredit masyarakat dan pelaku usaha. Namun, jumlah investor pada P2PL syariah masih relatif sedikit sehingga perlu diketahui faktor-faktor apa saja yang mendorong seseorang untuk melakukan investasi sehingga jumlah investasi pada P2PL syariah dapat ditingkatkan. Penelitian ini bertujuan untuk mengetahui faktor apa saja yang mempengaruhi keinginan investor untuk melakukan investasi melalui platform P2PL Syariah di Indonesia. Penelitian ini menggunakan pendekatan kuantitatif terhadap 173 responden yang tertarik atau terdaftar pada platform P2PL syariah. Data diolah menggunakan perangkat lunak SmartPLS dengan metode PLS-SEM. Hasil dari penelitian ini menunjukkan bahwa keinginan investor untuk berinvestasi melalui P2PL syariah dipengaruhi oleh persepsi keuntungan yang didapat (perceived benefit), religiositas investor, dan kepercayaan terhadap platform P2PL syariah.",Adzkia Husnul Abidat  ," Publisher: Depok: Fakultas Ilmu Komputer Universias Indonesia, 2019 Call Number: SK-1678 (Softcopy SK-1160) ",Putri Wuri Handayani
detail.jsp?id=4670&lokasi=lokal,"Penelitian terakhir mengenai pengenalan citra tomur kulit, telah berusaha melakukan optimasi terhadap struktur JST-PB yang digunakan dalam pengenalan, dengan menerapkan Algoritma Genetika berbasis transposisi seksual. Hasil dari optimasi tersebut telah mencapai hasil yang memuaskan dimana dengan struktur jaringan yang optimal tersebut dapat dicapai tingkat pengenalan apakah suatu citra tumor termasuk Melamon Malignum atau bukan, sekitar 90; . Pada algoritma Genetika, terdapat variabel bernama fungsi fintness yang sangat menentukan dalam proses evaluasi atau seleksi untuk mancari string individu terbaik. Dalam peneltian tugas akhir ini dilakukan percobaan optimasi menggunakan  algoritma Genetika dengan metode pasca pelatihan dan pra pelatihan, untuk mengetahui pengaruh fungsi fitness yang berbeda terhadap peningkatan pengenalan pada sistem pengenalan citra tumor kulit. Untuk itu, 2 (dua) buah fungsi fitness yang  berbeda diujicobakan, serta hasilnya dibandingkan. Dari hasil penelitian didapatkan kesimpulan bahwa fungsi fitness tidak mempengaruhi pengenalan sistem pengenalan citra tumor kulit. Selain hasil tersebut, juga diperoleh  hasil lain yang menunjukkan bahwa pada kondisi tertentu Algoritma Genetika dapat menurunkan tingkat pengenalan dari JST yang dioptimasinya.","Sari, Dewi Puspita  "," Publisher: Depok: Fasilkom UI, 2002 Call Number: SK-0502 ",Benyamin Kusumoputro
detail.jsp?id=4579&lokasi=lokal,"Dengan semakin berkembangnya perdagangan di Internet, banyak pula protokol-protokol yang dipergunakan untuk perdagangan di Internet. Salah satu protokol yang dianggap paling aman adalah Secure Electronic Transaction (SET) yang dikeluarkan oeleh Visa dan Mastercard. Di Indonesia belum ada yang mengimplementasikan SET untuk perdagangan di Internet. Oleh karena itu dalam penelitian ini dicoba untuk menganalisa dan mengimplementasikan SET. Tujuan penelitian adalah untuk menganalisa SET dan mengimplementasi objek-objek yang dipakai dalam protokol SET. Karena protokol SET tersebut sangat kompleks, maka penelitian dilakukan hanya pada komunikasi antara cardholder dan merchant. Penelitian dimulai dengan membaca ketiga buku referensi yang dikeluarkan Visa dan Mastercard. Kemudian mempelajari ASN.1, perangkat kriptografi yang dibutuhkan dalam SET, encoding data dalam format DER, dan merancanga objek-objek yang akan diimplementasikan. Lalu dimulailah pembuatan objek-objek tersebut, sambil merancang metode pengujinya. Hasil penelitian adalah object library yang dipakai dalam kompunikasi antara Cardholder dan Merchant","Prayudi, Dwianda  "," Publisher: Depok: Fasilkom UI, 1999 Call Number: SK-0423 ",Bob Hardian
detail.jsp?id=4663&lokasi=lokal,"Berbagai usaha dalam mengembangkan sistem pengenalan wajah atau  obyek tiga dimensi telah mengalami berbagai peningkatan dengan tajam. Sistem pengenalan wajah mempunyai beberapa aspek dalam pengenalan obyeknya, karena suatu obyek tiga dimensi wajah mempunyai berbagai variasi ciri, misalnya ekspresi, sudut pandang,sudut pengamatan dan cahaya. Berdasarkan variasi ciri di diatas, maka dilakukanlah suatu penelitian dan  pengembangan  pada sistem penentuan sudut pandang pad obyek tida dimensi, karena sudut pandang merupakan salah satu variasi ciri yang cukup penting.  Sistem ini dikembangkan supaya dapat mengenali variasi ciri sudut pandang pada obyek tiga dimensi. Data yang dipakai pada penelitian ini adalah data citra obyek tiga dimensi yang telah direduksi datanya (cropping). Metode Cropping digunakan untuk menghilangkan bagian  wajah yang kurang penting pada data dimensi obyek tiga dimensi tersebut tanpa mengurangi ukuran dimensi pada citra data tersebut, yaitu 64x64 piksel. Kemudian data tersebut dipakai pada sistem penentuan sudut pandang. Sistem penentuan sudut pandang obyek tiga dimensi dilakukan dalam dua tahap, yaitu tahap transformasi data yang menggunakan metode Principal dua tahap, yaitu tahap transformasi data yang menggunakan metode Principal Component Analysis atau juga dikenal dengan Karhunen-Loeve transformasi technique, serta tahap klasifikasi dengan menggunakan metode Nearest Feature Line, yang melakukan generalisasi ciri-ciri suatu sudut pandang. Tahap transformasi data yang dilakukan terbagi menjadi dua jenis transformasi, yaitu transformasi data dengan fully Principal Component Analysis (Fully PCA) dan  Partially Principal Component Analsyis (Partially PCA). Pada penelitian yang dilakukan untuk tugas akhir ini, transformasi yang digunakan hanya Partially PCA yang kemudian dibedakan lagi menjadi partial 1 dan partial 2. Uji coba dilakukan untuk mengetahui akurasi pengenalan sistem penentuan sudut pandang ini terhadap sudut pandang obyek  tiga dimensi pada data citra yang telah di cropping dibandingkan dengan  data citra non-cropping. Uji coba dilakukan berdasarkan prosentase proporsi kumulatif (threshold) memakai 3 buah database. Dari hasi uji coba yang telah dilakukan menunjukkan bahwa sistem penentuan sudut pandang untuk data citra cropping lebih baik dari pada citra non-cropping. Akurasi pengenalan tertinggi yang dicapai adalah 100% pada transformasi data partially PCA dengan partial 1.","Marliani A, Nisfia  "," Publisher: Depok: Fasilkom UI, 2002 Call Number: SK-0495 ",Benyamin Kusumoputro
